# goal planned for: G3
# Kw_r1_P = (Kw r1 pallet-at_bay2)
# K_r2_Kw_r1_P = (K r2 (Kw r1 pallet-at_bay2))
# Kw_r2_P = (Kw r2 pallet-at_bay2)
wall_s,sim_s,phase,Kw_r1_P,K_r2_Kw_r1_P,Kw_r2_P
399.572,364.3,"DONE: G3 holds",TRUE,TRUE,TRUE
400.072,364.8,"DONE: G3 holds",TRUE,TRUE,TRUE
400.572,365.2,"DONE: G3 holds",TRUE,TRUE,TRUE
401.072,365.7,"DONE: G3 holds",TRUE,TRUE,TRUE
401.572,366.2,"DONE: G3 holds",TRUE,TRUE,TRUE
402.072,366.7,"DONE: G3 holds",TRUE,TRUE,TRUE
402.572,367.2,"DONE: G3 holds",TRUE,TRUE,TRUE
403.072,367.6,"DONE: G3 holds",TRUE,TRUE,TRUE
403.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
404.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
404.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
405.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
405.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
406.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
406.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
407.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
407.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
408.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
408.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
409.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
409.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
410.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
410.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
411.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
411.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
412.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
412.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
413.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
413.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
414.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
414.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
415.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
415.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
416.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
416.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
417.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
417.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
418.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
418.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
419.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
419.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
420.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
420.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
421.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
421.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
422.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
422.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
423.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
423.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
424.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
424.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
425.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
425.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
426.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
426.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
427.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
427.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
428.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
428.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
429.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
429.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
430.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
430.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
431.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
431.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
432.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
432.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
433.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
433.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
434.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
434.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
435.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
435.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
436.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
436.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
437.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
437.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
438.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
438.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
439.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
439.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
440.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
440.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
441.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
441.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
442.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
442.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
443.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
443.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
444.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
444.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
445.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
445.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
446.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
446.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
447.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
447.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
448.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
448.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
449.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
449.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
450.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
450.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
451.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
451.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
452.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
452.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
453.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
453.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
454.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
454.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
455.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
455.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
456.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
456.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
457.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
457.572,368,"DONE: G3 holds",TRUE,TRUE,TRUE
458.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
458.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
459.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
459.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
460.072,368,"DONE: G3 holds",TRUE,TRUE,TRUE
460.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
461.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
461.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
462.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
462.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
463.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
463.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
464.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
464.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
465.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
465.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
466.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
466.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
467.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
467.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
468.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
468.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
469.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
469.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
470.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
470.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
471.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
471.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
472.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
472.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
473.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
473.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
474.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
474.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
475.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
475.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
476.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
476.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
477.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
477.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
478.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
478.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
479.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
479.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
480.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
480.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
481.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
481.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
482.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
482.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
483.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
483.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
484.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
484.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
485.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
485.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
486.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
486.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
487.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
487.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
488.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
488.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
489.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
489.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
490.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
490.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
491.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
491.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
492.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
492.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
493.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
493.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
494.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
494.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
495.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
495.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
496.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
496.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
497.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
497.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
498.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
498.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
499.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
499.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
500.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
500.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
501.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
501.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
502.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
502.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
503.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
503.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
504.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
504.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
505.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
505.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
506.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
506.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
507.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
507.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
508.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
508.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
509.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
509.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
510.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
510.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
511.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
511.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
512.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
512.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
513.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
513.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
514.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
514.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
515.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
515.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
516.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
516.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
517.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
517.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
518.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
518.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
519.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
519.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
520.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
520.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
521.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
521.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
522.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
522.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
523.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
523.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
524.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
524.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
525.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
525.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
526.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
526.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
527.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
527.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
528.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
528.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
529.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
529.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
530.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
530.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
531.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
531.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
532.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
532.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
533.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
533.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
534.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
534.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
535.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
535.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
536.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
536.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
537.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
537.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
538.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
538.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
539.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
539.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
540.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
540.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
541.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
541.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
542.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
542.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
543.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
543.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
544.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
544.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
545.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
545.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
546.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
546.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
547.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
547.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
548.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
548.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
549.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
549.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
550.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
550.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
551.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
551.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
552.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
552.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
553.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
553.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
554.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
554.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
555.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
555.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
556.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
556.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
557.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
557.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
558.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
558.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
559.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
559.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
560.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
560.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
561.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
561.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
562.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
562.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
563.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
563.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
564.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
564.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
565.074,368,"DONE: G3 holds",TRUE,TRUE,TRUE
565.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
566.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
566.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
567.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
567.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
568.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
568.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
569.071,368,"DONE: G3 holds",TRUE,TRUE,TRUE
569.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
570.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
570.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
571.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
571.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
572.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
572.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
573.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
573.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
574.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
574.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
575.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
575.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
576.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
576.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
577.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
577.571,368,"DONE: G3 holds",TRUE,TRUE,TRUE
578.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
578.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
579.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
579.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
580.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
580.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
581.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
581.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
582.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
582.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
583.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
583.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
584.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
584.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
585.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
585.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
586.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
586.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
587.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
587.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
588.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
588.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
589.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
589.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
590.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
590.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
591.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
591.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
592.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
592.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
593.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
593.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
594.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
594.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
595.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
595.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
596.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
596.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
597.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
597.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
598.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
598.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
599.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
599.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
600.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
600.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
601.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
601.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
602.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
602.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
603.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
603.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
604.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
604.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
605.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
605.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
606.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
606.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
607.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
607.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
608.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
608.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
609.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
609.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
610.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
610.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
611.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
611.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
612.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
612.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
613.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
613.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
614.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
614.57,368,"DONE: G3 holds",TRUE,TRUE,TRUE
615.07,368,"DONE: G3 holds",TRUE,TRUE,TRUE
